País;Tamaño;Área;Seniority;Ubicación;Posición;Moneda;Salario Min;Salario Max
México;Grande;Planta;Dirección;Centro;Director de Almacén;MXN;140000;180000
México;Grande;Planta;Gerencia;Centro;Gerente de Supply Chain;MXN;140000;170000
México;Grande;Planta;Gerencia;Centro;Gerente de Compras;MXN;140000;160000
México;Grande;Planta;Gerencia;Centro;Gerente de Inventarios;MXN;140000;165000
México;Grande;Planta;Gerencia;Centro;Gerente de Mantenimiento;MXN;130000;150000
México;Grande;Planta;Gerencia;Centro;Gerente de Producción;MXN;160000;180000
México;Grande;Planta;Gerencia;Centro;Gerente de Mejora Continua;MXN;105000;125000
México;Grande;Planta;Gerencia;Centro;Gerente de Ingeniería;MXN;130000;150000
México;Grande;Planta;Gerencia;Centro;Gerente de Calidad;MXN;150000;180000
México;Grande;Planta;Gerencia;Centro;Gerente de Materiales;MXN;130000;150000
México;Grande;Planta;Gerencia;Centro;Director de I+D (R&D);MXN;230000;250000
México;Grande;Planta;Gerencia;Centro;Director de Producción;MXN;200000;220000
México;Grande;Planta;Gerencia;Centro;Director de Proyectos;MXN;210000;240000
México;Grande;Planta;Dirección;Centro;Director de Planta;MXN;270000;310000
México;Grande;Planta;Dirección;Centro;Director de Mejora Continua;MXN;210000;230000
México;Grande;Planta;Dirección;Centro;Director de Operaciones;MXN;260000;320000
México;Grande;Planta;Dirección;Centro;Director de Supply Chain;MXN;160000;190000
México;Mediana;Planta;Dirección;Centro;Director de Almacén;MXN;120000;140000
México;Mediana;Planta;Gerencia;Centro;Gerente de Supply Chain;MXN;130000;160000
México;Mediana;Planta;Gerencia;Centro;Gerente de Compras;MXN;120000;140000
México;Mediana;Planta;Gerencia;Centro;Gerente de Inventarios;MXN;110000;140000
México;Mediana;Planta;Gerencia;Centro;Gerente de Mantenimiento;MXN;120000;130000
México;Mediana;Planta;Gerencia;Centro;Gerente de Producción;MXN;140000;160000
México;Mediana;Planta;Gerencia;Centro;Gerente de Mejora Continua;MXN;85000;105000
México;Mediana;Planta;Gerencia;Centro;Gerente de Ingeniería;MXN;110000;120000
México;Mediana;Planta;Gerencia;Centro;Gerente de Calidad;MXN;140000;160000
México;Mediana;Planta;Gerencia;Centro;Gerente de Materiales;MXN;110000;130000
México;Mediana;Planta;Dirección;Centro;Director de I+D (R&D);MXN;210000;240000
México;Mediana;Planta;Dirección;Centro;Director de Producción;MXN;180000;230000
México;Mediana;Planta;Dirección;Centro;Director de Proyectos;MXN;220000;230000
México;Mediana;Planta;Dirección;Centro;Gerente / Director de Planta;MXN;210000;250000
México;Mediana;Planta;Dirección;Centro;Director de Mejora Continua;MXN;190000;210000
México;Mediana;Planta;Dirección;Centro;Director de Operaciones;MXN;210000;270000
México;Mediana;Planta;Dirección;Centro;Director de Supply Chain;MXN;150000;180000
México;Pequeña;Planta;Dirección;Centro;Director de Almacén;MXN;120000;130000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Supply Chain;MXN;120000;140000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Compras;MXN;120000;140000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Inventarios;MXN;110000;130000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Categoría;MXN;115000;130000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Mantenimiento;MXN;100000;120000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Producción;MXN;120000;140000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Mejora Continua;MXN;80000;100000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Ingeniería;MXN;110000;120000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Calidad;MXN;120000;130000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Materiales;MXN;100000;130000
México;Pequeña;Planta;Dirección;Centro;Director de I+D (R&D);MXN;210000;240000
México;Pequeña;Planta;Dirección;Centro;Director de Producción;MXN;160000;220000
México;Pequeña;Planta;Dirección;Centro;Director de Proyectos;MXN;210000;230000
México;Pequeña;Planta;Dirección;Centro;Director de Planta;MXN;150000;210000
México;Pequeña;Planta;Dirección;Centro;Director de Mejora Continua;MXN;150000;190000
México;Pequeña;Planta;Dirección;Centro;Director de Operaciones;MXN;170000;210000
México;Pequeña;Planta;Dirección;Centro;Director de Supply Chain;MXN;140000;160000
México;Grande;Planta;Dirección;Norte;Director de Almacén;MXN;195000;260000
México;Grande;Planta;Gerencia;Norte;Gerente de Supply Chain;MXN;114000;162500
México;Grande;Planta;Gerencia;Norte;Gerente de Compras;MXN;114000;162500
México;Grande;Planta;Gerencia;Norte;Gerente de Inventarios;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Mantenimiento;MXN;119500;170500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Producción;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Mejora Continua;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Ingeniería;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Calidad;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Gerente de Materiales;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Director de I+D (R&D);MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Director de Producción;MXN;114000;162500
México;Grande;Supply Chain;Gerencia;Norte;Director de Proyectos;MXN;114000;162500
México;Grande;Supply Chain;Dirección;Norte;Director de Planta;MXN;205000;273000
México;Grande;Supply Chain;Dirección;Norte;Director de Mejora Continua;MXN;195000;260000
México;Grande;Supply Chain;Dirección;Norte;Director de Operaciones;MXN;205000;273000
México;Grande;Supply Chain;Dirección;Norte;Director de Supply Chain;MXN;195000;260000
México;Mediana;Supply Chain;Dirección;Norte;Director de Almacén;MXN;150000;200000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Supply Chain;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Compras;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Inventarios;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Mantenimiento;MXN;92000;131000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Producción;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Mejora Continua;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Ingeniería;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Calidad;MXN;87500;125000
México;Mediana;Supply Chain;Gerencia;Norte;Gerente de Materiales;MXN;87500;125000
México;Mediana;Supply Chain;Dirección;Norte;Director de I+D (R&D);MXN;150000;200000
México;Mediana;Supply Chain;Dirección;Norte;Director de Producción;MXN;150000;200000
México;Mediana;Supply Chain;Dirección;Norte;Director de Proyectos;MXN;150000;200000
México;Mediana;Supply Chain;Dirección;Norte;Gerente / Director de Planta;MXN;157500;210000
México;Mediana;Supply Chain;Dirección;Norte;Director de Mejora Continua;MXN;150000;200000
México;Mediana;Supply Chain;Dirección;Norte;Director de Operaciones;MXN;157500;210000
México;Mediana;Supply Chain;Dirección;Norte;Director de Supply Chain;MXN;150000;200000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Almacén;MXN;120000;160000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Supply Chain;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Compras;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Inventarios;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Categoría;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Mantenimiento;MXN;73500;105000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Producción;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Mejora Continua;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Ingeniería;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Calidad;MXN;70000;100000
México;Pequeña;Supply Chain;Gerencia;Norte;Gerente de Materiales;MXN;70000;100000
México;Pequeña;Supply Chain;Dirección;Norte;Director de I+D (R&D);MXN;120000;160000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Producción;MXN;120000;160000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Proyectos;MXN;120000;160000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Planta;MXN;126000;168000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Mejora Continua;MXN;120000;160000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Operaciones;MXN;126000;168000
México;Pequeña;Supply Chain;Dirección;Norte;Director de Supply Chain;MXN;120000;160000
México;Grande;Recursos Humanos;Dirección;Bajío;Director de Recursos Humanos;MXN;163000;217500
México;Grande;Recursos Humanos;Gerencia;Bajío;Gerente de RH Planta;MXN;95000;136000
México;Grande;Recursos Humanos;Gerencia;Bajío;Gerente de Relaciones Laborales;MXN;100000;143000
México;Grande;Recursos Humanos;Jefatura;Bajío;Jefe de RH;MXN;47500;68000
México;Grande;Recursos Humanos;Jefatura;Bajío;Jefe de Nómina;MXN;50000;71500
México;Grande;Recursos Humanos;Especialista;Bajío;Generalista de RH;MXN;34000;54500
México;Grande;Recursos Humanos;Especialista;Bajío;Especialista de Desarrollo;MXN;36000;57000
México;Pequeña;Recursos Humanos;Dirección;Bajío;Director de Recursos Humanos;MXN;100500;134000
México;Mediana;Recursos Humanos;Dirección;Bajío;Director de Recursos Humanos;MXN;125500;167000
México;Pequeña;Recursos Humanos;Gerencia;Bajío;Gerente de Relaciones Laborales;MXN;61500;88000
México;Mediana;Recursos Humanos;Jefatura;Bajío;Jefe de Nómina;MXN;38500;55000
México;Pequeña;Recursos Humanos;Jefatura;Bajío;Jefe de Talento;MXN;31000;44000
México;Pequeña;Recursos Humanos;Especialista;Bajío;HRBP;MXN;22000;35000
México;Pequeña;Recursos Humanos;Especialista;Bajío;Especialista de Desarrollo;MXN;22000;35000
México;Mediana;Recursos Humanos;Especialista;Bajío;HRBP;MXN;27500;44000
México;Grande;Planta;Dirección;Bajío;Director de Operaciones;MXN;180000;240000
México;Grande;Planta;Dirección;Bajío;Director de Planta;MXN;180000;240000
México;Grande;Planta;Gerencia;Bajío;Gerente de Mantenimiento;MXN;105000;150000
México;Grande;Planta;Gerencia;Bajío;Gerente de Ingeniería;MXN;100000;143000
México;Grande;Planta;Gerencia;Bajío;Gerente de Producción;MXN;100000;143000
México;Grande;Planta;Gerencia;Bajío;Gerente de Calidad;MXN;100000;143000
México;Grande;Planta;Gerencia;Bajío;Controller de Planta;MXN;115000;164500
México;Grande;Planta;Jefatura;Bajío;Jefe de Mantenimiento;MXN;52500;75000
México;Grande;Planta;Jefatura;Bajío;Jefe de Ingeniería;MXN;50000;71500
México;Grande;Planta;Jefatura;Bajío;Superintendente de Planta;MXN;52500;75000
México;Grande;Planta;Jefatura;Bajío;Jefe de Producción;MXN;50000;71500
México;Grande;Planta;Jefatura;Bajío;Jefe de EHS;MXN;50000;71500
México;Grande;Planta;Especialista;Bajío;Ingeniero de Calidad;MXN;36000;57000
México;Grande;Planta;Especialista;Bajío;Ingeniero de Procesos;MXN;36000;57000
México;Grande;Planta;Especialista;Centro;Planner de Producción;MXN;32500;52000
México;Pequeña;Planta;Dirección;Centro;Director de Operaciones;MXN;101000;134500
México;Mediana;Planta;Dirección;Centro;Director de Operaciones;MXN;126000;168000
México;Mediana;Planta;Gerencia;Centro;Gerente de Ingeniería;MXN;70000;100000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Calidad;MXN;56000;80000
México;Mediana;Planta;Gerencia;Centro;Gerente de Mantenimiento;MXN;73500;105000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Mantenimiento;MXN;59000;84000
México;Pequeña;Planta;Gerencia;Centro;Gerente de Ingeniería;MXN;56000;80000
México;Pequeña;Planta;Jefatura;Centro;Jefe de EHS;MXN;28000;40000
México;Mediana;Planta;Jefatura;Centro;Jefe de Ingeniería;MXN;35000;50000
México;Mediana;Planta;Jefatura;Centro;Jefe de Mantenimiento;MXN;37000;52500
México;Pequeña;Planta;Jefatura;Centro;Jefe de Producción;MXN;28000;40000
México;Mediana;Planta;Jefatura;Centro;Jefe de Producción;MXN;35000;50000
México;Pequeña;Planta;Jefatura;Centro;Jefe de Ingeniería;MXN;28000;40000
